Artigo:,Autor:,Página:,Edição:,Categorias:,Componentes:,Notas:,Data:
Dado digital,,43,21,,,,Fevereiro/1997
Amplificador de 50 W para 88-108 MHz,,44,21,,,,Fevereiro/1997
Fonte de alimentação p/ estação de FM experimental,,45,21,,,,Fevereiro/1997
Especial: Basic Stamp - Automação de máquinas de embalagens,,46,21,,,,Fevereiro/1997
Reparações: Práticas de service,,58,21,,,,Fevereiro/1997
Utilidades: Seleção de circuitos úteis,,66,21,,,,Fevereiro/1997
Utilidades: Informações úteis,,73,21,,,,Fevereiro/1997
Chave de código com cartão,,4,22,,,,Agosto/1997
Fonte de 3 V para walkman,,5,22,,,,Agosto/1997
VU com o 4017,,6,22,,,,Agosto/1997
Controlador de cargas por computador,,7,22,,,,Agosto/1997
Timer para cargas comuns,,8,22,,,,Agosto/1997
Foto-relé de voz temporizado,,8,22,,,,Agosto/1997
Reversor digital,,9,22,,,,Agosto/1997
Alarme temporizado com trava,,10,22,,,,Agosto/1997
Conversor de VHF para FM,,11,22,,,,Agosto/1997
Alarme residencial no-break,,11,22,,,,Agosto/1997
Chave solo & níveis para guitarra,,12,22,,,,Agosto/1997
Conversor de VHF para AM,,13,22,,,,Agosto/1997
Eliminador de baterias de câmeras cancorder,,13,22,,,,Agosto/1997
Mixer com o 741,,14,22,,,,Agosto/1997
Proteção contra curtos em fontes,,15,22,,,,Agosto/1997
Fonte de alimentação de 5 A,,16,22,,,,Agosto/1997
Fotômetro,,16,22,,,,Agosto/1997
Amplificador de linha de 30 dB para UHF/VHF e FM,,17,22,,,,Agosto/1997
LED indicador para ferros de soldar,,18,22,,,,Agosto/1997
Timer de pressão,,18,22,,,,Agosto/1997
Inversor de 12 V para 110 ou 220 V,,20,22,,,,Agosto/1997
Super timer,,20,22,,,,Agosto/1997
Reversão automática para motor,,22,22,,,,Agosto/1997
Contador de RPM,,22,22,,,,Agosto/1997
Eletro-estimulador tipo TENS,,24,22,,,,Agosto/1997
Ultra-som para fisioterapia,,25,22,,,,Agosto/1997
Ativador analisasor de cinescópio,,26,22,,,,Agosto/1997
Controle de velocidade para motores de tape-decks,,27,22,,,,Agosto/1997
Programador analógico para máquinas,,27,22,,,,Agosto/1997
Caixa amplificada profissional,,29,22,,,,Agosto/1997
Multiplex estéreo para transmissores,,31,22,,,,Agosto/1997
Receptor de FM monofônico com memória,,32,22,,,,Agosto/1997
Comando automático para portas com retardo,,34,22,,,,Agosto/1997
Protetor de aparelhos elétricos,,35,22,,,,Agosto/1997
Adaptador de escala para multímetro,,35,22,,,,Agosto/1997
Detetor de níveis lógicos,,36,22,,,,Agosto/1997
Pedal heavy metal para guitarra,,36,22,,,,Agosto/1997
Gerador de tensão negativa,,38,22,,,,Agosto/1997
Medidor de ângulo de permanência,,38,22,,,,Agosto/1997
Módulo amplificador para o carro,,40,22,,,,Agosto/1997
Fonte para transceptores PX/UHF e amplificadores,,41,22,,,,Agosto/1997
Atendimento automático,,42,22,,,,Agosto/1997
Transmissor de FM potente (2 W),,42,22,,,,Agosto/1997
Transmissor de FM,,44,22,,,,Agosto/1997
Traçador de curvas,,44,22,,,,Agosto/1997
Lâmpada azul,,45,22,,,,Agosto/1997
Interface para porta paralela,,46,22,,,,Agosto/1997
Pré-amplificador com 3 entradas e monitor,,47,22,,,,Agosto/1997
Alarme residencial com proteção contra corte de energia,,49,22,,,,Agosto/1997
Especial: Tacômetro sinalizador,,51,22,,,,Agosto/1997
Controle de luminosidade,,62,22,,,,Agosto/1997
Controlador e gerenciador de motor de passo,,62,22,,,,Agosto/1997
Reparações: Práticas de service,,67,22,,,,Agosto/1997
Como Fazer Montagens Críticas,,4,23,,,,Fevereiro/1998
Walkie-Talkie de FM,,12,23,,,,Fevereiro/1998
Contador digital de passagem (Roleta Eletrônica),,12,23,,,,Fevereiro/1998
Chave Eletrônica transistorizada,,14,23,,,,Fevereiro/1998
Alarme com chaveiro magnético,,15,23,,,,Fevereiro/1998
Transmissor de FM de 15 W,,16,23,,,,Fevereiro/1998
Fotocontrolador,,17,23,,,,Fevereiro/1998
Gerador de ruídos,,17,23,,,,Fevereiro/1998
Injetor de sinais VHF,,18,23,,,,Fevereiro/1998
Transmissor de FM corsário II,,19,23,,,,Fevereiro/1998
Controle de volume digital,,20,23,,,,Fevereiro/1998
Irrigador Eletrônico,,21,23,,,,Fevereiro/1998
Monitor de passagem por infravermelho,,22,23,,,,Fevereiro/1998
Gerador de música com batida (RAP Melody),,23,23,,,,Fevereiro/1998
Provador de continuidade com voltímetro neon,,25,23,,,,Fevereiro/1998
Simples fotorrelé,,25,23,,,,Fevereiro/1998
Comando biestável para motor,,26,23,,,,Fevereiro/1998
Senha eletrônica profissional,,26,23,,,,Fevereiro/1998
"Receptor para 20, 30 e 40 metros",,28,23,,,,Fevereiro/1998
Medidor de pequenas resistências,,28,23,,,,Fevereiro/1998
Fonte de alimentação de 10 A,,29,23,,,,Fevereiro/1998
Reversão automática,,30,23,,,,Fevereiro/1998
Amplificador com o TDA2002 em ponte,,30,23,,,,Fevereiro/1998
Transmissor de FM,,31,23,,,,Fevereiro/1998
Iluminação de emergência simples,,32,23,,,,Fevereiro/1998
Sistema de alarme de chamadas telefônicas,,32,23,,,,Fevereiro/1998
Fonte de alimentação para bancada,,33,23,,,,Fevereiro/1998
Interruptor acústico,,34,23,,,,Fevereiro/1998
Tranca digital de 8 dígitos,,34,23,,,,Fevereiro/1998
Dimmer digital,,36,23,,,,Fevereiro/1998
Amplificador de 2 a 30 MHz - 330 W,,38,23,,,,Fevereiro/1998
Amplificador de 120 A 250 MHz com 50 W de potência,,39,23,,,,Fevereiro/1998
Sequencial vai-e-vem,,39,23,,,,Fevereiro/1998
"Amplificador de RF de 7,5 W para FM",,41,23,,,,Fevereiro/1998
Indicador de interruptor paralelo,,41,23,,,,Fevereiro/1998
Interruptor digital,,42,23,,,,Fevereiro/1998
Capacímetro para multímetro digital,,42,23,,,,Fevereiro/1998
Minuteria eletrônica de toque,,43,23,,,,Fevereiro/1998
Comutador automático de tensão,,44,23,,,,Fevereiro/1998
Timer para tanquinho,,45,23,,,,Fevereiro/1998
Indicador de sub e sobretensão,,46,23,,,,Fevereiro/1998
Amplificador de 20 W rms,,47,23,,,,Fevereiro/1998
Detector de infravermelho,,47,23,,,,Fevereiro/1998
Acionador para servo-mecanismo para radiocontrole,,48,23,,,,Fevereiro/1998
Alarme residencial,,49,23,,,,Fevereiro/1998
Transis-teste,,49,23,,,,Fevereiro/1998
Controle remoto digital expansível,,50,23,,,,Fevereiro/1998
Transmissor de FM valvulado - sucato,,52,23,,,,Fevereiro/1998
Detetor de defeitos intermitentes,,53,23,,,,Fevereiro/1998
Reparações,,54,23,,,,Fevereiro/1998
Reparando equipamentos valvulados,,4,24,,,Matéria,Agosto/1998
Recarga de pilhas comuns com mais segurança,,9,24,,,,Agosto/1998
Super alarme de aproximação,,10,24,,,,Agosto/1998
Sequenciais opostos controlados pela luz,,11,24,,,,Agosto/1998
Luz de emergência temporizada,,11,24,,,,Agosto/1998
Flip-flop com relés,,12,24,,,,Agosto/1998
Amplificador de 20 W,,13,24,,,,Agosto/1998
Amplificador de 800 W,,13,24,,,,Agosto/1998
Transmissor estéreo para rádio comunitária,,15,24,,,,Agosto/1998
Teste de eletrodoméstico,,17,24,,,,Agosto/1998
Minuteria eletrônica,,18,24,,,,Agosto/1998
Oscilador com saída variável,,18,24,,,,Agosto/1998
Amplificador para FM 88-108 MHz de 100 W,,19,24,,,,Agosto/1998
Campainha musical,,20,24,,,,Agosto/1998
Qual é o número?,,20,24,,,,Agosto/1998
Fonte de alimentação estabilizada,,21,24,,,,Agosto/1998
Tacômetro digital,,22,24,,,,Agosto/1998
Módulo de alarme para carro,,23,24,,,,Agosto/1998
Amplificador de alta potência de 200 W,,24,24,,,,Agosto/1998
Temporizador para iluminação,,24,24,,,,Agosto/1998
Antena ativa,,25,24,,,,Agosto/1998
Automação via porta paralela,,25,24,,,,Agosto/1998
Antifurto simples para carros,,26,24,,,,Agosto/1998
Comando automático para portas sem retardo,,27,24,,,,Agosto/1998
Alarme residencial com controle remoto,,27,24,,,,Agosto/1998
Indicador de dólar falso (Verdólar),,29,24,,,,Agosto/1998
Semáforo de dois tempos,,29,24,,,,Agosto/1998
VU matricial de 100 LEDs,,30,24,,,,Agosto/1998
S-10 - uma fonte diferente,,31,24,,,,Agosto/1998
Campainha eletrônica temporizada,,32,24,,,,Agosto/1998
Gerador de sinais com ciclo ativo controlado,,32,24,,,,Agosto/1998
Amplificador de 100 W para o carro,,33,24,,,,Agosto/1998
Transmissor valvulado de ondas médias de 50 W,,34,24,,,,Agosto/1998
Sino eletrônico,,35,24,,,,Agosto/1998
Amplificador de som para o carro,,36,24,,,,Agosto/1998
Inversor de alta potência,,37,24,,,,Agosto/1998
Interruptor three-way de toque eletrônico,,39,24,,,,Agosto/1998
Fechadura com senha,,40,24,,,,Agosto/1998
Optikus - auto-alarme,,41,24,,,,Agosto/1998
Sequencial de 60 000 W por canal,,41,24,,,,Agosto/1998
Monitor de 5 níveis de tensão,,43,24,,,,Agosto/1998
Decodificador de teclado,,44,24,,,,Agosto/1998
Alarme residencial,,46,24,,,,Agosto/1998
Placar eletrônico,,47,24,,,,Agosto/1998
Timer para banhos de sol,,48,24,,,,Agosto/1998
Fonte com proteção e indicador com LEDs,,48,24,,,,Agosto/1998
Indicador de quick-lag desligado,,50,24,,,,Agosto/1998
Super gerador de sinais,,50,24,,,,Agosto/1998
Alarme cem,,51,24,,,,Agosto/1998
Transmissor FM estéreo,,51,24,,,,Agosto/1998
Gerador de três frequências,,52,24,,,,Agosto/1998
Fone de ouvido estéreo sem fio,,53,24,,,,Agosto/1998
Soluções alternativas em reparações,,56,24,,,Matéria,Agosto/1998
Errata Fora de Série nº 23,,59,24,,,,Agosto/1998
Práticas de service,,60,24,,,,Agosto/1998
Simples Nível Eletrônico,,5,25,,,,Fevereiro/1999
Alarme Doméstico,,5,25,,,,Fevereiro/1999
Timer,,6,25,,,,Fevereiro/1999
Monitor de Fusível Aberto,,7,25,,,,Fevereiro/1999
Multigerador de Sinais Sonoros Sequencial,,7,25,,,,Fevereiro/1999
Transmissor de FM de 100 W,,8,25,,,,Fevereiro/1999
Amplificador de Antena,,10,25,,,,Fevereiro/1999
Fonte de 12 V x 5 A,,11,25,,,,Fevereiro/1999
Aparelho de Condutividade para Água,,11,25,,,,Fevereiro/1999
Controle Remoto Infravermelho,,12,25,,,,Fevereiro/1999
Monitor de Comutadores de Três Vias,,13,25,,,,Fevereiro/1999
Protetor de Circuitos TTL,,14,25,,,,Fevereiro/1999
Cerca Eletrônica,,14,25,,,,Fevereiro/1999
Receptor de VHF,,15,25,,,,Fevereiro/1999
Teste Simples de Transistores,,16,25,,,,Fevereiro/1999
Mike de Ganho,,17,25,,,,Fevereiro/1999
Transmissor de FM de 35 W,,17,25,,,,Fevereiro/1999
Fonte de 12 V x 5 A,,18,25,,,,Fevereiro/1999
Amplificador de 6 W,,19,25,,,,Fevereiro/1999
Efeito Abre e Fecha,,19,25,,,,Fevereiro/1999
Painel Visual para Motos e Carros,,20,25,,,,Fevereiro/1999
Calendário Eletrônico,,21,25,,,,Fevereiro/1999
Iluminação de Emergência com Fluorescente,,23,25,,,,Fevereiro/1999
Efeito Luminoso para Natal,,24,25,,,,Fevereiro/1999
Irrigador Eletrônico,,25,25,,,,Fevereiro/1999
Indicador para Linha Telefônica,,26,25,,,,Fevereiro/1999
Conversor Luz-Frequência,,26,25,,,,Fevereiro/1999
Dois Efeitos de Luz para Aparelhos de Som,,27,25,,,,Fevereiro/1999
Alarme para 110/220 V,,28,25,,,,Fevereiro/1999
Proteção de Sobretensão em Pontes Retificadoras de Potência,,30,25,,,,Fevereiro/1999
Alarme para o Lar,,31,25,,,,Fevereiro/1999
Sensor Fotoelétrico,,31,25,,,,Fevereiro/1999
Decodificador/Driver de 7 Segmentos com Interface Serial,,32,25,,,Projetos de Fábrica,Fevereiro/1999
Comparador de Janela,,33,25,,,Projetos de Fábrica,Fevereiro/1999
Controle de Velocidade para Motores DC,,34,25,,,Projetos de Fábrica,Fevereiro/1999
Seguidor - Inversor de Alta Frequência,,35,25,,,Projetos de Fábrica,Fevereiro/1999
Drive para MOS-SCR,,37,25,,,Projetos de Fábrica,Fevereiro/1999
Driver para Servo,,38,25,,,Projetos de Fábrica,Fevereiro/1999
Práticas de Service - Fora de Série,,39,25,,,,Fevereiro/1999
Informações Úteis para o Projetista,,55,25,,,,Fevereiro/1999
Pistola desmagnetizadora de cinescópios,,4,26,,,,Agosto/1999
Monitor/controlador de nível de reservatórios,,4,26,,,,Agosto/1999
Acionamento por chamada telefônica,,6,26,,,,Agosto/1999
Timer duplo,,7,26,,,,Agosto/1999
Master - transmissor de FM com cristal,,7,26,,,,Agosto/1999
Central de alarme,,9,26,,,,Agosto/1999
Ignição eletrônica,,10,26,,,,Agosto/1999
Simulador para teste de telefone,,10,26,,,,Agosto/1999
Dispositivo de proteção para motores trifásicos,,12,26,,,,Agosto/1999
Decodificador DTMF serial,,12,26,,,,Agosto/1999
Árvore de natal,,13,26,,,,Agosto/1999
Conversor de 11m/40m,,15,26,,,,Agosto/1999
Sequencial de alta potência,,16,26,,,,Agosto/1999
Câmara de eco,,17,26,,,,Agosto/1999
Receptor de VHF,,18,26,,,,Agosto/1999
Laser para fisioterapia,,19,26,,,,Agosto/1999
Semáforo com controle remoto,,20,26,,,,Agosto/1999
Vacainha - campainha diferente,,20,26,,,,Agosto/1999
Indicador de estado de bateria,,22,26,,,,Agosto/1999
Rádio OM/OC experimental,,22,26,,,,Agosto/1999
Protetor de rede elétrica,,23,26,,,,Agosto/1999
Roger-beep para PX,,23,26,,,,Agosto/1999
Retardo para proteção de caixa acústica,,24,26,,,,Agosto/1999
Transmissor de 100 MHz sintetizado,,24,26,,,,Agosto/1999
Regulador de tensão para baterias de 9 V,,26,26,,,,Agosto/1999
Alarme residencial com sensor laser,,26,26,,,,Agosto/1999
Simulador de linha telefônica,,28,26,,,,Agosto/1999
Pedal de efeito heavy-metal,,28,26,,,,Agosto/1999
Timer multi-uso,,29,26,,,,Agosto/1999
Equalizador gráfico,,29,26,,,,Agosto/1999
"Fonte de 13,8 V x 30 A",,31,26,,,,Agosto/1999
Pisca lâmpada incandescente,,32,26,,,,Agosto/1999
TV como osciloscópio,,33,26,,,,Agosto/1999
Conversor senoidal para retangular,,34,26,,,,Agosto/1999
Idéia prática - retificador para moto,,34,26,,,,Agosto/1999
Chave de código,,35,26,,,,Agosto/1999
Voltímetro digital para baterias,,36,26,,,,Agosto/1999
Alarme de umidade e chuva,,37,26,,,,Agosto/1999
Transceptor CW para 80 metros,,38,26,,,,Agosto/1999
Alarme temporizado,,39,26,,,,Agosto/1999
Transmissor Gênesis,,40,26,,,,Agosto/1999
Central para intercomunicadores minivox,,41,26,,,,Agosto/1999
Proteção inteligente,,42,26,,,,Agosto/1999
Reparações - Fora de Série,,45,26,,,,Agosto/1999
Blocos construtivos,,56,26,,,,Agosto/1999
Nomes dos sinais de barramento,,61,26,,,,Agosto/1999
Seleção de informações úteis,,63,26,,,,Agosto/1999
Circuito para a prática de Morse,,4,27,,,,Janeiro/2000
Sequencial programável via PC,,4,27,,,,Janeiro/2000
Roncador para linha telefônica perdida,,6,27,,,,Janeiro/2000
Gerador senoidal CMOS,,6,27,,,,Janeiro/2000
Teste de controle remoto,,7,27,,,,Janeiro/2000
Aumentando o tempo do monoestável,,7,27,,,,Janeiro/2000
Interruptor paralelo triplo,,8,27,,,,Janeiro/2000
Dimmer,,8,27,,,,Janeiro/2000
Minuteria de passagem,,10,27,,,,Janeiro/2000
Órgão eletrônico didático,,10,27,,,,Janeiro/2000
Pedal de efeitos valvulado,,11,27,,,,Janeiro/2000
Receptor de AM simples,,12,27,,,,Janeiro/2000
Transmissor seletivo de FM,,12,27,,,,Janeiro/2000
Sequencial diferente,,14,27,,,,Janeiro/2000
Oscilador por programa,,15,27,,,,Janeiro/2000
Voz de computador,,15,27,,,,Janeiro/2000
Sequencial por programa,,16,27,,,,Janeiro/2000
Fonte protegida de 9 V x 1 A,,17,27,,,,Janeiro/2000
Reforçador de sinais para TV e FM,,17,27,,,,Janeiro/2000
Teste de flat-cable,,18,27,,,,Janeiro/2000
Temporizador para motores trifásicos,,19,27,,,,Janeiro/2000
Super-sequencial automático,,20,27,,,,Janeiro/2000
Reversão automática,,20,27,,,,Janeiro/2000
Contador binário-decimal,,22,27,,,,Janeiro/2000
Fonte ajustável de 0-15 V de alto rendimento,,23,27,,,,Janeiro/2000
Limitador de ruídos,,23,27,,,,Janeiro/2000
LEDs indicadores de segurança,,24,27,,,,Janeiro/2000
Teste digital de transistores,,24,27,,,,Janeiro/2000
Interruptor eletrônico para telefone,,25,27,,,,Janeiro/2000
Controle de velocidade para motores de corrente contínua,,26,27,,,,Janeiro/2000
Chaveador digital para sistemas de áudio e vídeo,,26,27,,,,Janeiro/2000
Controlador de motor de passo,,28,27,,,,Janeiro/2000
Pisca-pisca do milênio,,28,27,,,,Janeiro/2000
Fonte CA/CC para auto-rádios,,30,27,,,,Janeiro/2000
Controle de servomotores de antenas parabólicas,,31,27,,,,Janeiro/2000
Casador de impedâncias,,31,27,,,,Janeiro/2000
Micro walk-talkie,,32,27,,,,Janeiro/2000
Proteção especial,,32,27,,,,Janeiro/2000
Inversor de alto rendimento para fluorescentes,,33,27,,,,Janeiro/2000
Alarme multiplex,,34,27,,,,Janeiro/2000
Transmissor de FM estéreo completo de 50 W,,34,27,,,,Janeiro/2000
Semáforo para campainha,,36,27,,,,Janeiro/2000
Indicador e conversor de hora UTC,,37,27,,,,Janeiro/2000
"""Insect killer"" (matador de insetos)",,38,27,,,,Janeiro/2000
Fotopolimerizador odontológico,,38,27,,,,Janeiro/2000
Multiplexador estéreo,,40,27,,,,Janeiro/2000
Capacímetro,,40,27,,,,Janeiro/2000
Fonte de alimentação CA/CC,,42,27,,,,Janeiro/2000
Distorcedor de voz (voz de robô),,43,27,,,,Janeiro/2000
Eletroestimulador ECOR/TENS,,44,27,,,,Janeiro/2000
Tranca codificada com alarme,,46,27,,,,Janeiro/2000
Chave programável por relógio,,47,27,,,,Janeiro/2000
Campainha musical sintetizada,,48,27,,,,Janeiro/2000
Nervo-LED,,48,27,,,,Janeiro/2000
Mini-timer,,49,27,,,,Janeiro/2000
Circuito inteligente,,50,27,,,,Janeiro/2000
Amplificador de 60 W para a faixa 80-150 MHz,,50,27,,,,Janeiro/2000
Fonte de 0-15V x 3A com ajuste fino,,51,27,,,,Janeiro/2000
Controle remoto de 10 canais via linha telefônica,,52,27,,,,Janeiro/2000
Seleção de informações úteis,,56,27,,,,Janeiro/2000
Práticas de service,,62,27,,,,Janeiro/2000
Massageador magnético,,75,27,,,,Janeiro/2000
Relé trifásico,,4,28,,,,Agosto/2000
Filtro para controle remoto de 10 canais,,4,28,,,,Agosto/2000
Oscilador com SCR,,6,28,,,,Agosto/2000
Desativador automático para bombas d'água,,6,28,,,,Agosto/2000
Iluminação de emergência automática,,7,28,,,,Agosto/2000
Dispositivo de segurança para moto,,8,28,,,,Agosto/2000
Simulador de ECG,,8,28,,,,Agosto/2000
"Super-fonte para toca-fitas, PX, módulos e outros",,9,28,,,,Agosto/2000
Regulador de temperatura,,10,28,,,,Agosto/2000
Grilo eletrônico-2000,,10,28,,,,Agosto/2000
Aviso de fusível queimado em C.A.,,11,28,,,,Agosto/2000
Alerta inteligente para cinto de segurança,,12,28,,,,Agosto/2000
VU de LEDs bicolores,,12,28,,,,Agosto/2000
Minuteria de toque,,13,28,,,,Agosto/2000
Alarme residencial simples,,14,28,,,,Agosto/2000
Fone de ouvido sem fio,,14,28,,,,Agosto/2000
Minuteria de passagem noturna,,15,28,,,,Agosto/2000
Temporizador programável,,16,28,,,,Agosto/2000
Metrônomo ou bateria eletrônica,,16,28,,,,Agosto/2000
Temporizador com retardo na energização,,17,28,,,,Agosto/2000
Dimmer para lâmpadas ou ventiladores,,17,28,,,,Agosto/2000
Transmissor de FM com poucos componentes,,18,28,,,,Agosto/2000
Timer de dupla temporização,,18,28,,,,Agosto/2000
Transmissor de FM PLL - frequência programável,,19,28,,,,Agosto/2000
Teste para cabo de par trançado,,21,28,,,,Agosto/2000
Alerta anti-sequestro,,21,28,,,,Agosto/2000
Receptor para controle remoto infravermelho,,23,28,,,,Agosto/2000
Interruptor acústico biestável,,23,28,,,,Agosto/2000
Busca-tensão com LED bicolor,,24,28,,,,Agosto/2000
Vai chover?,,24,28,,,,Agosto/2000
Lobão - transmissor de FM,,25,28,,,,Agosto/2000
Temporizador,,25,28,,,,Agosto/2000
Pequeno receptor de AM,,26,28,,,,Agosto/2000
Drive de motor CC,,26,28,,,,Agosto/2000
Detector de IR,,27,28,,,,Agosto/2000
Transmissor de FM valvulado de alta potência,,27,28,,,,Agosto/2000
Temporizador para curió com fotossensor,,28,28,,,,Agosto/2000
Fonte de alimentação variável (0-13 V x 2 A),,28,28,,,,Agosto/2000
Iluminação de emergência inteligente,,29,28,,,,Agosto/2000
Inversor CC-CA de 100 W,,32,28,,,,Agosto/2000
Pistola de soldar caseira,,32,28,,,,Agosto/2000
Frequencímetro e capacímetro digital,,32,28,,,,Agosto/2000
Timer auxiliar externo,,34,28,,,,Agosto/2000
Pequeno receptor de AM,,34,28,,,,Agosto/2000
Som de TV no três-em-um (idéia prática),,35,28,,,,Agosto/2000
Interfone transistorizado,,36,28,,,,Agosto/2000
Espera com música para telefone,,37,28,,,,Agosto/2000
Teste para controles remotos,,37,28,,,,Agosto/2000
Bloqueador 0900,,38,28,,,,Agosto/2000
Idéia prática,,38,28,,,,Agosto/2000
Módulo line tracer para robótica,,39,28,,,,Agosto/2000
Minicaixa amplificada,,39,28,,,,Agosto/2000
Medidor de distância de raios de tempestades,,40,28,,,,Agosto/2000
Interruptor de retardo para lâmpadas,,40,28,,,,Agosto/2000
Crossover ativo de 3 vias + sub-woofer,,41,28,,,,Agosto/2000
Circuito comutador para lâmpadas em série,,43,28,,,,Agosto/2000
Carregador para baterias infoLithium,,44,28,,,,Agosto/2000
Temporizador de 1 a 10 minutos para ventilador,,45,28,,,,Agosto/2000
Detector de obstáculos por infravermelho,,45,28,,,,Agosto/2000
Controle de motor de passo,,46,28,,,,Agosto/2000
Comparador neural,,46,28,,,,Agosto/2000
Práticas de service,,48,28,,,,Agosto/2000
Seleção de circuitos e informações úteis,,60,28,,,,Agosto/2000
